Date,ADANIPORTS.NS,ASIANPAINT.NS,AXISBANK.NS,BAJAJFINSV.NS,BAJFINANCE.NS,BHARTIARTL.NS,HCLTECH.NS,HDFCBANK.NS,HINDUNILVR.NS,ICICIBANK.NS,INDUSINDBK.NS,INFY.NS,ITC.NS,JSWSTEEL.NS,KOTAKBANK.NS,LT.NS,M&M.NS,MARUTI.NS,NESTLEIND.NS,NTPC.NS,POWERGRID.NS,RELIANCE.NS,SBIN.NS,SUNPHARMA.NS,TATAMOTORS.NS,TATASTEEL.NS,TCS.NS,TECHM.NS,TITAN.NS,ULTRACEMCO.NS
2015-01-29,326.5855407714844,818.4862060546875,580.2235107421875,145.23731994628906,400.6829833984375,321.691650390625,317.9597473144531,506.46087646484375,806.68359375,314.66192626953125,824.9445190429688,412.80047607421875,183.7660675048828,86.82389068603516,661.6962890625,982.1918334960938,585.0532836914062,3354.512939453125,632.458740234375,77.0120849609375,54.31855392456055,196.30763244628906,297.3205261230469,850.580078125,588.352783203125,13.373198509216309,1051.1048583984375,565.4082641601562,418.2527770996094,3045.95654296875
2015-01-30,323.6437683105469,796.6148071289062,569.1900634765625,143.97418212890625,393.12725830078125,319.89404296875,345.4953308105469,498.2973937988281,798.930419921875,298.4447937011719,819.4358520507812,412.10772705078125,182.94700622558594,85.10857391357422,657.1239013671875,968.8878784179688,570.751708984375,3316.819580078125,623.5693359375,77.98931121826172,54.026519775390625,193.31887817382812,280.9087829589844,848.6843872070312,575.1331176757812,13.374909400939941,1025.2469482421875,558.4194946289062,407.6497497558594,3024.3837890625
2015-02-02,318.75653076171875,750.5036010742188,597.4511108398438,150.1158447265625,403.7596740722656,307.5673522949219,364.6332092285156,500.26300048828125,777.8980102539062,291.1222229003906,823.5321044921875,411.13616943359375,179.0254669189453,86.81082916259766,672.108154296875,988.57275390625,559.9692993164062,3336.916259765625,618.8880004882812,77.12065124511719,53.97175598144531,191.79808044433594,279.5904235839844,859.1802368164062,582.3572387695312,13.148823738098145,1038.52734375,563.5879516601562,410.1111755371094,2973.0517578125
2015-02-03,311.07000732421875,756.6332397460938,567.7383422851562,146.05291748046875,404.9437255859375,318.0535583496094,366.4168701171875,492.1689147949219,780.3396606445312,286.77838134765625,811.10205078125,408.06732177734375,181.7060089111328,85.80950927734375,649.2216796875,981.3938598632812,541.0208129882812,3280.89892578125,620.5404663085938,78.1793441772461,53.734466552734375,198.03964233398438,273.0438537597656,870.416015625,592.9723510742188,13.054621696472168,1056.722412109375,568.2796020507812,409.25909423828125,2992.794921875
2015-02-04,304.8543395996094,746.556396484375,540.6384887695312,146.3413543701172,398.6253967285156,315.82794189453125,367.9853210449219,493.83404541015625,770.9586791992188,285.1648864746094,812.9382934570312,412.2906188964844,182.47540283203125,86.63668823242188,641.8663330078125,961.965576171875,546.3219604492188,3235.156982421875,611.7080688476562,77.93374633789062,53.38768005371094,196.18089294433594,266.451904296875,886.7838745117188,581.2760620117188,13.3320894241333,1038.568603515625,555.2560424804688,407.1290283203125,2982.5380859375
2015-02-05,296.2662353515625,753.0577392578125,547.7039184570312,146.8236846923828,400.88677978515625,312.1898498535156,381.985595703125,497.9041442871094,778.797607421875,277.67694091796875,814.9159545898438,422.0934753417969,183.12074279785156,85.02584075927734,640.0770874023438,958.5469970703125,532.2233276367188,3203.465087890625,604.8176879882812,76.48750305175781,52.43858337402344,195.1036834716797,264.4061279296875,887.3386840820312,579.1137084960938,12.991250991821289,1054.3057861328125,558.2735595703125,395.5319519042969,2950.94970703125
2015-02-06,284.8786315917969,740.7984619140625,545.0423583984375,146.10760498046875,392.3459167480469,315.2287292480469,378.5097961425781,487.2662353515625,775.9705200195312,272.50567626953125,795.9884643554688,429.15472412109375,185.40414428710938,83.66316223144531,629.6402587890625,959.2022094726562,518.71142578125,3185.18701171875,603.53759765625,76.4056396484375,52.36555480957031,192.18882751464844,263.95147705078125,857.0994262695312,550.0204467773438,12.628146171569824,1063.9510498046875,556.8328247070312,394.4906005859375,2897.258056640625
2015-02-09,284.83123779296875,746.3709716796875,535.7994384765625,144.173095703125,388.90045166015625,304.8280944824219,386.17791748046875,481.0683898925781,771.1727294921875,264.81085205078125,777.013916015625,432.6949157714844,182.6243438720703,81.5081558227539,629.317138671875,895.9028930664062,502.3121032714844,3102.16064453125,599.22900390625,75.7507095336914,51.635475158691406,189.40074157714844,254.13172912597656,870.6009521484375,533.3605346679688,11.901937484741211,1037.989990234375,549.0653686523438,390.2777404785156,2853.342041015625
2015-02-10,301.62786865234375,763.5985717773438,536.2832641601562,142.87513732910156,388.5898742675781,304.87091064453125,374.37548828125,487.7055969238281,760.5494995117188,273.9122619628906,791.7509155273438,438.3515930175781,183.61712646484375,81.72582244873047,639.0084838867188,895.4756469726562,514.4030151367188,3086.2919921875,595.6126708984375,74.85023498535156,52.96788024902344,186.29583740234375,261.2237548828125,850.3489379882812,554.443359375,12.254765510559082,1008.3529052734375,537.7841796875,402.5375671386719,2856.664794921875
2015-02-11,309.456787109375,780.8264770507812,550.9462280273438,140.269287109375,399.12518310546875,304.8280944824219,378.7033996582031,489.5325622558594,771.3013305664062,276.9322814941406,805.5933837890625,439.6117858886719,184.23764038085938,85.14340209960938,645.4445190429688,918.8353881835938,511.33502197265625,3141.673583984375,603.2308349609375,76.48750305175781,53.205169677734375,190.24562072753906,259.996337890625,856.1748046875,549.3324584960938,12.5031156539917,1016.09765625,553.2120361328125,403.53155517578125,2896.92138671875
2015-02-12,319.4208679199219,765.0381469726562,560.1406860351562,149.09637451171875,400.4742736816406,301.9176025390625,384.26092529296875,497.6729431152344,760.5924682617188,280.6141662597656,819.2005004882812,444.6816711425781,183.86532592773438,84.62096405029297,644.4010009765625,940.1155395507812,511.8087463378906,3230.01904296875,598.2821655273438,77.55171966552734,54.84785842895508,192.03041076660156,258.49603271484375,854.0941162109375,552.1827392578125,12.51339340209961,1017.0271606445312,566.3621826171875,403.05828857421875,2923.02099609375
2015-02-13,318.23468017578125,767.8243408203125,562.4151611328125,150.27001953125,406.1180419921875,303.8865051269531,385.9164733886719,492.9552307128906,764.8757934570312,284.5030212402344,824.285400390625,441.77630615234375,187.66278076171875,85.85303497314453,650.8120727539062,947.009521484375,538.020751953125,3289.17431640625,616.6087036132812,78.17932891845703,55.30416488647461,193.79409790039062,279.09033203125,869.7686767578125,555.8685913085938,12.5562105178833,1048.6678466796875,561.9334716796875,403.95758056640625,2997.562255859375
2015-02-16,314.3439025878906,774.6969604492188,551.96240234375,147.5498046875,417.94427490234375,309.3222351074219,384.34808349609375,493.76458740234375,777.041259765625,279.70404052734375,812.561767578125,438.4381408691406,193.39614868164062,86.3058090209961,642.3383178710938,939.2041015625,546.0962524414062,3248.388916015625,626.576171875,78.5886459350586,55.760475158691406,190.68917846679688,278.8630065917969,845.9102783203125,564.3212890625,12.667539596557617,1067.689453125,564.4641723632812,395.24786376953125,2965.10693359375
